Index,Bab,Kategori,Kanji,Kana,Romaji,Arti,Kelas Kata,Konjugasi,Transitivitas,Catatan Tambahan
280,4,Salam,おやすみ（なさい）,おやすみ（なさい）,oyasumi (nasai),Selamat tidur / Selamat malam (istirahat),Ekspresi,,,
281,4,Kata Benda,試験,しけん,shiken,Ujian,Kata Benda,,,
282,4,Kata Benda,能力,のうりょく,nouryoku,Kemampuan,Kata Benda,,,
283,4,Kata Benda,日本語能力試験,にほんごのうりょくしけん,nihongo nouryoku shiken,Ujian Kemampuan Bahasa Jepang (JLPT),Kata Benda,,,
284,4,Kata Kerja,会議をします,かいぎをします,kaigi o shimasu,Mengadakan rapat,Kata Kerja,Irregular (III),Tadoushi (Transitif),
285,4,Waktu,毎朝,まいあさ,maiasa,Setiap pagi,Kata Benda,,,
286,4,Waktu,毎晩,まいばん,maiban,Setiap malam,Kata Benda,,,
287,4,Waktu,毎日,まいにち,mainichi,Setiap hari,Kata Benda,,,
288,4,Hari,月曜日,げつようび,getsuyoubi,Senin,Kata Benda,,,Kanji 月 = Bulan
289,4,Hari,火曜日,かようび,kayoubi,Selasa,Kata Benda,,,Kanji 火 = Api
290,4,Hari,水曜日,すいようび,suiyoubi,Rabu,Kata Benda,,,Kanji 水 = Air
291,4,Hari,木曜日,もくようび,mokuyoubi,Kamis,Kata Benda,,,Kanji 木 = Kayu
292,4,Hari,金曜日,きんようび,kinyoubi,Jumat,Kata Benda,,,Kanji 金 = Emas
293,4,Hari,土曜日,どようび,doyoubi,Sabtu,Kata Benda,,,Kanji 土 = Tanah
294,4,Hari,日曜日,にちようび,nichiyoubi,Minggu,Kata Benda,,,Kanji 日 = Matahari
295,4,Kata Tanya,何曜日,なんようび,nanyoubi,Hari apa?,Kata Tanya,,,
296,4,Partikel,～から,～から,~kara,Dari... / Karena…,Partikel,,,Konteks waktu/tempat atau alasan
297,4,Partikel,～まで,～まで,~made,Sampai...,Partikel,,,
298,4,Partikel,～と～,～と～,to,Dan,Partikel,,,Menghubungkan dua kata benda
299,4,Ekspresi,たいへんですね,たいへんですね,taihen desu ne,"Wah, berat ya... / Kasihan",Ekspresi,,,Ungkapan simpati
300,4,Kata Benda,番号,ばんごう,bangou,Nomor,Kata Benda,,,
301,4,Kata Benda,電話番号,でんわばんごう,denwa bangou,Nomor telepon,Kata Benda,,,
302,4,Kata Tanya,何番,なんばん,nanban,Nomor berapa,Kata Tanya,,,
303,4,Kota,ニューヨーク,ニューヨーク,nyuuyooku,New York,Kata Benda,,,
304,4,Kota,北京,ペキン,pekin,Beijing,Kata Benda,,,
305,4,Kota,ロサンゼルス,ロサンゼルス,rosanzerusu,Los Angeles,Kata Benda,,,
306,4,Kota,ロンドン,ロンドン,rondon,London,Kata Benda,,,
307,5,Kata Kerja,行きます,いきます,ikimasu,Pergi,Kata Kerja,Godan (I),Jidoushi (Intransitif),
308,5,Kata Kerja,来ます,きます,kimasu,Datang,Kata Kerja,Irregular (III),Jidoushi (Intransitif),
309,5,Kata Kerja,帰ります,かえります,kaerimasu,Pulang (ke rumah/kampung),Kata Kerja,Godan (I),Jidoushi (Intransitif),
310,5,Tempat,学校,がっこう,gakkou,Sekolah,Kata Benda,,,
311,5,Tempat,スーパー,スーパー,suupaa,Supermarket,Kata Benda,,,
312,5,Tempat,駅,えき,eki,Stasiun,Kata Benda,,,
313,5,Transportasi,飛行機,ひこうき,hikouki,Pesawat,Kata Benda,,,
314,5,Transportasi,船,ふね,fune,Kapal,Kata Benda,,,
315,5,Transportasi,電車,でんしゃ,densha,Kereta,Kata Benda,,,
316,5,Transportasi,地下鉄,ちかてつ,chikatetsu,Kereta bawah tanah,Kata Benda,,,"ちか = bawah tanah, てつ = besi"
317,5,Transportasi,新幹線,しんかんせん,shinkansen,Shinkansen (kereta peluru),Kata Benda,,,
318,5,Transportasi,バス,バス,basu,Bus,Kata Benda,,,
319,5,Transportasi,タクシー,タクシー,takushii,Taksi,Kata Benda,,,
320,5,Transportasi,自転車,じてんしゃ,jitensha,Sepeda,Kata Benda,,,
321,5,Transportasi,歩いて,あるいて,aruite,Dengan berjalan kaki,Kata Keterangan,,,Bentuk te dari 歩きます（あるきます）
322,5,Orang,人,ひと,hito,Orang,Kata Benda,,,
323,5,Orang,友達,ともだち,tomodachi,Teman,Kata Benda,,,
324,5,Orang,彼,かれ,kare,Dia (laki-laki),Kata Benda,,,"Bisa berarti ""pacar laki-laki"""
325,5,Orang,彼女,かのじょ,kanojo,Dia (perempuan) / Pacar perempuan,Kata Benda,,,
326,5,Orang,彼氏,かれし,kareshi,Pacar laki-laki,Kata Benda,,,
327,5,Orang,恋人,こいびと,koibito,Pacar (kekasih),Kata Benda,,,Netral gender
328,5,Orang,家族,かぞく,kazoku,Keluarga,Kata Benda,,,
329,5,Waktu,～週間前,～しゅうかんまえ,~shuukan mae,~ minggu lalu,Frasa Waktu,,,Contoh: さんしゅうかんまえ
330,5,Waktu,～週間後,～しゅうかんご,~shuukan go,~ minggu lagi,Frasa Waktu,,,
331,5,Waktu,毎週,まいしゅう,maishuu,Setiap minggu,Kata Benda,,,
332,5,Waktu,先週,せんしゅう,senshuu,Minggu lalu,Kata Benda,,,
333,5,Waktu,今週,こんしゅう,konshuu,Minggu ini,Kata Benda,,,
334,5,Waktu,来週,らいしゅう,raishuu,Minggu depan,Kata Benda,,,
335,5,Waktu,～か月前,～かげつまえ,~kagetsu mae,~ bulan lalu,Frasa Waktu,,,
336,5,Waktu,～か月後,～かげつご,~kagetsu go,~ bulan lagi,Frasa Waktu,,,
337,5,Waktu,毎月,まいつき,maitsuki,Setiap bulan,Kata Benda,,,
338,5,Waktu,先月,せんげつ,sengetsu,Bulan lalu,Kata Benda,,,
339,5,Waktu,今月,こんげつ,kongetsu,Bulan ini,Kata Benda,,,
340,5,Waktu,来月,らいげつ,raigetsu,Bulan depan,Kata Benda,,,
341,5,Waktu,～年前,～ねんまえ,~nen mae,~ tahun lalu,Frasa Waktu,,,
342,5,Waktu,～年後,～ねんご,~nen go,~ tahun lagi,Frasa Waktu,,,
343,5,Waktu,毎年,まいとし／まいねん,maitoshi / mainen,Setiap tahun,Kata Benda,,,まいとし lebih umum
344,5,Waktu,去年,きょねん,kyonen,Tahun lalu,Kata Benda,,,Bentuk benar (せんねん salah)
345,5,Waktu,今年,ことし,kotoshi,Tahun ini,Kata Benda,,,
346,5,Waktu,来年,らいねん,rainen,Tahun depan,Kata Benda,,,
347,5,Waktu,～年,～ねん,~nen,Tahun ...,Satuan,,,Contoh: 2025年（にせんにじゅうごねん）
348,5,Kata Tanya,何年,なんねん,nannen,Tahun berapa?,Kata Tanya,,,
349,5,Waktu,～月,～がつ,~gatsu,Bulan ...,Satuan,,,Contoh: 一月（いちがつ）
350,5,Kata Tanya,何月,なんがつ,nangatsu,Bulan apa?,Kata Tanya,,,
351,5,Waktu,～日,～にち,~nichi,Tanggal ...,Satuan,,,Dari tanggal 11~
352,5,Waktu Spesial,一日,ついたち,tsuitachi,Tanggal 1,Satuan,,,
353,5,Waktu Spesial,二日,ふつか,futsuka,Tanggal 2,Satuan,,,
354,5,Waktu Spesial,三日,みっか,mikka,Tanggal 3,Satuan,,,
355,5,Waktu Spesial,四日,よっか,yokka,Tanggal 4,Satuan,,,
356,5,Waktu Spesial,五日,いつか,itsuka,Tanggal 5,Satuan,,,
357,5,Waktu Spesial,六日,むいか,muika,Tanggal 6,Satuan,,,
358,5,Waktu Spesial,七日,なのか,nanoka,Tanggal 7,Satuan,,,
359,5,Waktu Spesial,八日,ようか,youka,Tanggal 8,Satuan,,,
360,5,Waktu Spesial,九日,ここのか,kokonoka,Tanggal 9,Satuan,,,
361,5,Waktu Spesial,十日,とおか,tooka,Tanggal 10,Satuan,,,
362,5,Waktu Spesial,十四日,じゅうよっか,juuyokka,Tanggal 14,Satuan,,,
363,5,Waktu Spesial,二十日,はつか,hatsuka,Tanggal 20,Satuan,,,
364,5,Waktu Spesial,二十四日,にじゅうよっか,nijuuyokka,Tanggal 24,Satuan,,,
365,5,Kata Tanya,何日,なんにち,nannichi,Tanggal berapa?,Kata Tanya,,,
366,6,Kata Kerja,食べます,たべます,tabemasu,Makan,Kata Kerja,Ichidan (II),Tadoushi (Transitif),わたしはてでたべます
367,6,Kata Kerja,飲みます,のみます,nomimasu,Minum,Kata Kerja,Godan (I),Tadoushi (Transitif),
368,6,Kata Kerja,吸います,すいます,suimasu,Menghisap (rokok),Kata Kerja,Godan (I),Tadoushi (Transitif),Contoh: たばこをすいます
369,6,Kata Kerja,見ます,みます,mimasu,Melihat / Menonton (umum),Kata Kerja,Ichidan (II),Tadoushi (Transitif),
370,6,Kata Kerja,観ます,みます,mimasu,Menikmati / Menonton (hiburan),Kata Kerja,Ichidan (II),Tadoushi (Transitif),"Digunakan untuk film, pertunjukan, dll."
371,6,Kata Kerja,診ます,みます,mimasu,"Memeriksa (pasien, kondisi)",Kata Kerja,Ichidan (II),Tadoushi (Transitif),Digunakan di konteks medis
372,6,Kata Kerja,聞きます,ききます,kikimasu,"Bertanya, Mendengar",Kata Kerja,Godan (I),Tadoushi (Transitif),せんせいにききます／おんがくをききます
373,6,Kata Kerja,読みます,よみます,yomimasu,Membaca,Kata Kerja,Godan (I),Tadoushi (Transitif),
374,6,Kata Kerja,書きます,かきます,kakimasu,Menulis,Kata Kerja,Godan (I),Tadoushi (Transitif),わたしはパソコンでレポートをかきます
375,6,Kata Kerja,描きます,かきます,kakimasu,Menggambar / Melukis,Kata Kerja,Godan (I),Tadoushi (Transitif),Konteks seni / visual
376,6,Kata Kerja,買います,かいます,kaimasu,Membeli,Kata Kerja,Godan (I),Tadoushi (Transitif),
377,6,Kata Kerja,撮ります,とります,torimasu,Mengambil (foto) / Memotret,Kata Kerja,Godan (I),Tadoushi (Transitif),Contoh: しゃしんをとります
378,6,Kata Kerja,〜します,〜します,~shimasu,Melakukan / mengerjakan / bermain,Kata Kerja,Irregular (III),Tadoushi (Transitif),Bentuk umum dari banyak aktivitas: 勉強します、運動します、など
379,6,Kata Kerja,会います,あいます,aimasu,Bertemu,Kata Kerja,Godan (I),Jidoushi (Intransitif),Contoh: ともだちにあいます
380,6,Makanan,ご飯,ごはん,gohan,Nasi / Makan,Kata Benda,,,
381,6,Makanan,パン,パン,pan,Roti,Kata Benda,,,
382,6,Makanan,卵,たまご,tamago,Telur,Kata Benda,,,
383,6,Makanan,肉,にく,niku,Daging,Kata Benda,,,
384,6,Makanan,魚,さかな,sakana,Ikan,Kata Benda,,,
385,6,Makanan,野菜,やさい,yasai,Sayuran,Kata Benda,,,
386,6,Makanan,果物,くだもの,kudamono,Buah-buahan,Kata Benda,,,
387,6,Minuman,水,みず,mizu,Air,Kata Benda,,,
388,6,Minuman,紅茶,こうちゃ,koucha,Teh hitam,Kata Benda,,,
389,6,Minuman,牛乳（ミルク）,ぎゅうにゅう（ミルク）,gyuunyuu (miruku),Susu,Kata Benda,,,
390,6,Minuman,ジュース,ジュース,juusu,Jus,Kata Benda,,,
391,6,Minuman,ビール,ビール,biiru,Bir,Kata Benda,,,
392,6,Benda,たばこ,たばこ,tabako,Rokok,Kata Benda,,,
393,6,Benda,手紙,てがみ,tegami,Surat,Kata Benda,,,
394,6,Benda,レポート,レポート,repooto,Laporan,Kata Benda,,,
395,6,Benda,写真,しゃしん,shashin,Foto,Kata Benda,,,
396,6,Benda,ビデオ,ビデオ,bideo,Video,Kata Benda,,,
397,6,Tempat,お店,おみせ,omise,Toko,Kata Benda,,,
398,6,Tempat,庭,にわ,niwa,Pekarangan / Halaman,Kata Benda,,,
399,6,Tempat,公園,こうえん,kouen,Taman,Kata Benda,,,
400,6,Tugas,宿題,しゅくだい,shukudai,PR (Pekerjaan Rumah),Kata Benda,,,
401,6,Kata Kerja,宿題をします,しゅくだいをします,shukudai o shimasu,Mengerjakan PR,Kata Kerja,Irregular (III),Tadoushi (Transitif),
402,6,Olahraga,テニス,テニス,tenisu,Tenis,Kata Benda,,,
403,6,Olahraga,サッカー,サッカー,sakkaa,Sepak bola,Kata Benda,,,
404,6,Olahraga,バドミントン,バドミントン,badominton,Badminton,Kata Benda,,,
405,6,Olahraga,バスケットボール,バスケットボール,basukettobooru,Basket,Kata Benda,,,
406,6,Olahraga,バレーボール,バレーボール,bareebooru,Voli,Kata Benda,,,
407,6,Kegiatan Budaya,お花見（をします）,おはなみ（をします）,ohanami (o shimasu),Melihat bunga sakura,Kata Kerja,Irregular (III),Tadoushi (Transitif),
408,6,Keterangan,一緒に,いっしょに,issho ni,Bersama-sama,Kata Keterangan,,,
409,6,Keterangan,ちょっと,ちょっと,chotto,Sedikit / Sebentar / (menolak dengan halus),Kata Keterangan,,,
410,6,Keterangan,いつも,いつも,itsumo,Selalu,Kata Keterangan,,,
411,6,Keterangan,時々,ときどき,tokidoki,Kadang-kadang,Kata Keterangan,,,
412,6,Keterangan,それから,それから,sorekara,Lalu / Setelah itu / Kemudian,Kata Keterangan,,,
413,6,Ekspresi,ええ,ええ,ee,Iya (setuju),Ekspresi,,,Untuk menyetujui ajakan
414,6,Ekspresi,いいですね,いいですね,ii desu ne,Bagus ya,Ekspresi,,,
415,6,Ekspresi,わかりました,わかりました,wakarimashita,Mengerti (sekarang setelah penjelasan),Ekspresi,,,Bentuk lampau dari わかります
416,6,Ekspresi,わかります,わかります,wakarimasu,Mengerti (dari awal),Kata Kerja,Godan (I),Jidoushi (Intransitif),
417,6,Ekspresi,なんですか,なんですか,nan desu ka,Ada apa? / Apa itu?,Kata Tanya,,,
418,6,Negara,メキシコ,メキシコ,mekishiko,Meksiko,Kata Benda,,,
419,7,Kata Kerja,切ります,きります,kirimasu,Memotong / Menggunting,Kata Kerja,Godan (I),Tadoushi (Transitif),
420,7,Kata Kerja,送ります,おくります,okurimasu,Mengirim [kepada~] / Mengantarkan [orang],Kata Kerja,Godan (I),Tadoushi (Transitif),
421,7,Kata Kerja,あげます,あげます,agemasu,Memberikan [kepada~],Kata Kerja,Ichidan (II),Tadoushi (Transitif),
422,7,Kata Kerja,貸します,かします,kashimasu,Meminjamkan [kepada~],Kata Kerja,Godan (I),Tadoushi (Transitif),
423,7,Kata Kerja,教えます,おしえます,oshiemasu,Mengajar / Memberi tahu [kepada~],Kata Kerja,Ichidan (II),Tadoushi (Transitif),
424,7,Kata Kerja,鍵をかけます,かぎをかけます,kagi wo kakemasu,Mengunci,Kata Kerja,Ichidan (II),Tadoushi (Transitif),
425,7,Kata Kerja,借ります,かります,karimasu,Meminjam [dari~],Kata Kerja,Ichidan (II),Tadoushi (Transitif),
426,7,Kata Kerja,もらいます,もらいます,moraimasu,Menerima / Mendapatkan [dari~],Kata Kerja,Godan (I),Tadoushi (Transitif),
427,7,Kata Kerja,習います,ならいます,naraimasu,Belajar [dari~] (skill),Kata Kerja,Godan (I),Tadoushi (Transitif),
428,7,Alat,箸,はし,hashi,Sumpit,Kata Benda,,,
429,7,Alat,スプーン,スプーン,supuun,Sendok,Kata Benda,,,
430,7,Alat,ナイフ,ナイフ,naifu,Pisau,Kata Benda,,,
431,7,Alat,フォーク,フォーク,fooku,Garpu,Kata Benda,,,
432,7,Alat,はさみ,はさみ,hasami,Gunting,Kata Benda,,,
433,7,Alat,パソコン,パソコン,pasokon,Komputer / Laptop,Kata Benda,,,Singkatan dari パーソナルコンピューター
434,7,Alat,メール,メール,meeru,Email,Kata Benda,,,
435,7,Budaya,年賀状,ねんがじょう,nengajou,Kartu ucapan tahun baru,Kata Benda,,,
436,7,Budaya,お年玉,おとしだま,otoshidama,Angpao (tahun baru),Kata Benda,,,
437,7,Alat,パンチ,パンチ,panchi,Pelubang kertas,Kata Benda,,,
438,7,Alat,ホッチキス,ホッチキス,hotchikisu,Stapler,Kata Benda,,,Dari nama penemunya
439,7,Alat,セロテープ,セロテープ,seroteepu,Selotip,Kata Benda,,,
440,7,Alat,ゴム,ゴム,gomu,Karet,Kata Benda,,,
441,7,Kata Kerja,消します,けします,keshimasu,Menghapus (Tulisan) / Memadamkan / Mematikan (Lampu/TV),Kata Kerja,Godan (I),Tadoushi (Transitif),
442,7,Benda,消しゴム,けしゴム,keshigomu,Penghapus karet,Kata Benda,,,
443,7,Benda Homofon,紙,かみ,kami,Kertas,Kata Benda,,,
444,7,Benda Homofon,花,はな,hana,Bunga,Kata Benda,,,
445,7,Benda,シャツ,シャツ,shatsu,Kemeja / Shirt,Kata Benda,,,
446,7,Benda,プレゼント,プレゼント,purezento,Kado / Hadiah,Kata Benda,,,
447,7,Benda,荷物,にもつ,nimotsu,Barang bawaan / Luggage,Kata Benda,,,
448,7,Benda,切符,きっぷ,kippu,Karcis,Kata Benda,,,
449,7,Benda,チケット,チケット,chiketto,Tiket,Kata Benda,,,
450,7,Budaya,クリスマス,クリスマス,kurisumasu,Natal,Kata Benda,,,
451,7,Keluarga (diri),父,ちち,chichi,Ayah (sendiri),Kata Benda,,,Digunakan saat bicara dengan orang luar
452,7,Keluarga (diri),母,はは,haha,Ibu (sendiri),Kata Benda,,,
453,7,Keluarga (diri),兄,あに,ani,Kakak laki-laki (sendiri),Kata Benda,,,
454,7,Keluarga (diri),姉,あね,ane,Kakak perempuan (sendiri),Kata Benda,,,
455,7,Keluarga (diri),弟,おとうと,otouto,Adik laki-laki (sendiri),Kata Benda,,,
456,7,Keluarga (diri),妹,いもうと,imouto,Adik perempuan (sendiri),Kata Benda,,,
457,7,Keluarga (orang lain),お父さん,おとうさん,otousan,Ayah (orang lain) / Panggilan,Kata Benda,,,
458,7,Keluarga (orang lain),お母さん,おかあさん,okaasan,Ibu (orang lain) / Panggilan,Kata Benda,,,
459,7,Keluarga (orang lain),お兄さん,おにいさん,oniisan,Kakak laki-laki (orang lain) / Panggilan,Kata Benda,,,
460,7,Keluarga (orang lain),お姉さん,おねえさん,oneesan,Kakak perempuan (orang lain) / Panggilan,Kata Benda,,,
461,7,Keluarga (orang lain),弟さん,おとうとさん,otoutosan,Adik laki-laki (orang lain),Kata Benda,,,
462,7,Keluarga (orang lain),妹さん,いもうとさん,imoutosan,Adik perempuan (orang lain),Kata Benda,,,
463,7,Ekspresi,もう～ました,もう～ました,mou ~ mashita,Sudah (melakukan sesuatu),Ekspresi,,,
464,7,Ekspresi,まだ,まだ,mada,Belum [-] / Masih [+],Kata Keterangan,,,Contoh: まだたべません、まだたべています
465,7,Keterangan Waktu,これから,これから,korekara,Mulai dari sekarang (jangkauan luas),Kata Keterangan,,,
466,7,Keterangan Waktu,いまから,いまから,imakara,Mulai dari sekarang (jangkauan sempit),Kata Keterangan,,,
467,7,Ekspresi,すてき（ですね）,すてき（ですね）,suteki (desu ne),Menawan / Indah (ya),Ekspresi,,,
468,7,Ekspresi,いらっしゃい,いらっしゃい,irasshai,Selamat datang,Ekspresi,,,Informal
469,7,Ekspresi,どうぞお上がりください,どうぞおあがりください,douzo oagari kudasai,Silakan masuk,Ekspresi,,,Secara harfiah: silakan naik
470,7,Kata Kerja,上がります,あがります,agarimasu,Naik,Kata Kerja,Godan (I),Jidoushi (Intransitif),
471,7,Ekspresi,失礼します,しつれいします,shitsurei shimasu,Permisi,Ekspresi,,,Digunakan saat masuk/keluar ruangan atau menyela percakapan
472,7,Kata Tanya,～はいかがですか,～はいかがですか,~ wa ikaga desu ka,Bagaimana (sopan),Kata Tanya,,,
473,7,Kata Tanya,～はどうですか,～はどうですか,~ wa dou desu ka,Bagaimana,Kata Tanya,,,
475,7,Budaya Makan,ごちそうさまでした,ごちそうさまでした,gochisousama deshita,(Setelah makan) Terima kasih makanannya,Ekspresi,,,
476,7,Negara,スペイン,スペイン,supein,Spanyol,Kata Benda,,,
477,8,Kata Sifat (NA),ハンサム,ハンサム,hansamu,Tampan / Handsome,Kata Sifat (NA),,,
478,8,Kata Sifat (NA),綺麗,きれい,kirei,Cantik / Bersih / Rapi,Kata Sifat (NA),,,Juga bisa berarti indah
479,8,Kata Sifat (NA),静か,しずか,shizuka,Tenang / Sunyi,Kata Sifat (NA),,,
480,8,Kata Sifat (NA),賑やか,にぎやか,nigiyaka,Ramai,Kata Sifat (NA),,,
481,8,Kata Sifat (NA),有名,ゆうめい,yuumei,Terkenal,Kata Sifat (NA),,,
482,8,Kata Sifat (NA),親切,しんせつ,shinsetsu,Baik hati / Ramah,Kata Sifat (NA),,,
483,8,Kata Sifat (NA),元気,げんき,genki,Sehat / Energik,Kata Sifat (NA),,,
484,8,Kata Sifat (NA),暇,ひま,hima,Luang / Senggang,Kata Sifat (NA),,,
485,8,Kata Sifat (NA),便利,べんり,benri,Praktis / Nyaman,Kata Sifat (NA),,,
486,8,Kata Sifat (NA),不便,ふべん,fuben,Tidak praktis,Kata Sifat (NA),,,
487,8,Kata Sifat (NA),複雑,ふくざつ,fukuzatsu,Rumit,Kata Sifat (NA),,,"Digunakan untuk hal seperti kabel, masalah"
488,8,Kata Sifat (NA),素敵,すてき,suteki,Menawan / Indah / Bagus,Kata Sifat (NA),,,
489,8,Kata Sifat (NA),大きな,おおきな,ookina,Besar (＋kata benda),Kata Sifat (NA),,,Hanya digunakan sebelum kata benda
490,8,Kata Sifat (NA),小さな,ちいさな,chiisana,Kecil (＋kata benda),Kata Sifat (NA),,,Hanya digunakan sebelum kata benda
491,8,Kata Sifat (I),大きい,おおきい,ookii,Besar,Kata Sifat (I),,,
492,8,Kata Sifat (I),小さい,ちいさい,chiisai,Kecil,Kata Sifat (I),,,
493,8,Kata Sifat (I),新しい,あたらしい,atarashii,Baru,Kata Sifat (I),,,
494,8,Kata Sifat (I),古い,ふるい,furui,Lama / Tua / Jadul,Kata Sifat (I),,,
495,8,Kata Sifat (I),いい,いい,ii,Baik / Bagus,Kata Sifat (I),,,"“いい” bentuk umum, “よい” bentuk dasar atau tulisan formal"
496,8,Kata Sifat (I),悪い,わるい,warui,Buruk / Jelek,Kata Sifat (I),,,
497,8,Kata Sifat (I),暑い,あつい,atsui,Panas (cuaca),Kata Sifat (I),,,
498,8,Kata Sifat (I),熱い,あつい,atsui,"Panas (benda, sentuhan)",Kata Sifat (I),,,
499,8,Kata Sifat (I),寒い,さむい,samui,Dingin (cuaca),Kata Sifat (I),,,
500,8,Kata Sifat (I),冷たい,つめたい,tsumetai,"Dingin (benda, sentuhan)",Kata Sifat (I),,,
501,8,Kata Sifat (I),難しい,むずかしい,muzukashii,Sulit,Kata Sifat (I),,,
502,8,Kata Sifat (I),易しい,やさしい,yasashii,Mudah,Kata Sifat (I),,,"Kanji 易しい digunakan untuk arti ""mudah"""
503,8,Kata Sifat (I),優しい,やさしい,yasashii,Baik hati,Kata Sifat (I),,,Kanji 優しい digunakan untuk sifat baik hati
504,8,Kata Sifat (I),高い,たかい,takai,Mahal / Tinggi,Kata Sifat (I),,,
